ZIP,Number of returns,Amount
95207,1939,730
95207,3038,710
95207,7959,1080
95207,13313,330
95209,31866,5380
95209,139,130
95209,864,560
95209,2733,1020
95209,4360,1100
95209,15759,2170
95209,8011,400
95210,6397,1700
95210,40,80
95210,571,380
95210,1316,540
95210,1201,310
95210,2481,360
95210,788,30
95212,29471,3200
95212,67,70
95212,575,390
95212,1577,610
95212,2398,650
95212,8471,1130
95212,16383,350
95215,10610,1230
95215,63,40
95215,281,180
95215,730,240
95215,928,210
95215,3449,430
95215,5159,130
95219,67377,4680
95219,148,80
95219,521,290
95219,1616,580
95219,3123,710
95219,16622,2000
95219,45347,1020
95220,11241,790
95220,234,70
95220,404,100
95220,610,130
95220,2692,340
95220,7301,150
95222,5039,520
95222,102,60
95222,199,70
95222,360,90
95222,1717,240
95222,2661,60
95223,3867,520
95223,14,20
95223,80,50
95223,189,80
95223,384,90
95223,1591,210
95223,1609,70
95228,5325,670
95228,14,20
95228,126,60
95228,298,110
95228,504,110
95228,2220,280
95228,2163,90
95230,829,70
95230,83,30
95230,746,40
95231,1464,260
95231,44,30
95231,185,70
95231,222,60
95231,1013,100
95232,91,20
95232,91,20
95236,12124,780
95236,110,60
95236,292,90
95236,678,140
95236,2843,320
95236,8201,170
95237,3223,460
95237,86,60
95237,178,70
95237,336,80
95237,1314,190
95237,1309,60
95240,30949,3470
95240,416,120
95240,680,420
95240,1847,680
95240,2832,680
95240,9531,1200
95240,15643,370
95242,38661,4040
95242,152,80
95242,451,270
95242,1802,560
95242,3081,690
95242,14397,1820
95242,18778,620
95245,1020,170
95245,43,20
95245,80,40
95245,149,30
95245,748,80
95246,1046,150
95246,24,20
95246,57,20
95246,100,30
95246,865,80
95247,6303,620
95247,207,70
95247,333,110
95247,605,130
95247,1699,220
95247,3459,90
95249,2238,310
95249,69,50
95249,167,60
95249,228,60
95249,823,110
95249,951,30
95251,528,70
95251,93,30
95251,435,40
95252,11887,1950
95252,24,40
95252,485,170
95252,926,350
95252,1683,420
95252,6072,830
95252,2697,140
95255,638,110
95255,46,30
95255,58,20
95255,93,20
95255,441,40
95257,133,30
95257,133,30
95258,11489,830
95258,45,20
95258,116,50
95258,323,110
95258,525,120
95258,2825,340
95258,7655,190
95301,22795,3100
95301,95,80
95301,744,370
95301,1573,590
95301,2392,600
95301,8964,1210
95301,9027,250
95303,2557,60
95303,98,20
95303,220,20
95303,2239,20
95304,24079,1970
95304,60,40
95304,289,90
95304,641,200
95304,1256,270
95304,7643,910
95304,14190,460
95306,989,100
95306,72,30
95306,382,50
95306,535,20
95307,16399,3410
95307,141,120
95307,739,560
95307,2191,880
95307,2800,770
95307,6654,970
95307,3874,110
95310,1630,240
95310,57,30
95310,148,50
95310,145,40
95310,669,90
95310,611,30
95311,668,150
95311,44,30
95311,75,30
95311,127,30
95311,422,60
95313,945,80
95313,147,40
95313,798,40
95315,2618,660
95315,20,30
95315,163,120
95315,488,210
95315,659,160
95315,1288,140
95316,9260,860
95316,151,80
95316,329,130
95316,659,150
95316,3055,380
95316,5066,120
95317,483,40
95317,483,40
95320,22535,1700
95320,106,40
95320,309,130
95320,799,240
95320,1458,340
95320,6095,740
95320,13768,210
95321,4113,400
95321,116,50
95321,227,70
95321,319,80
95321,1207,140
95321,2244,60
95322,4290,760
95322,38,30
95322,206,110
95322,537,200
95322,661,160
95322,1775,220
95322,1073,40
95323,2204,120
95323,89,30
95323,133,20
95323,400,50
95323,1582,20
95324,9672,700
95324,200,100
95324,395,130
95324,554,140
95324,2106,260
95324,6417,70
95326,15588,1310
95326,17,30
95326,276,110
95326,715,220
95326,984,260
95326,3989,540
95326,9607,150
95327,3817,560
95327,135,90
95327,415,110
95327,428,110
95327,1426,200
95327,1413,50
95328,779,220
95328,67,60
95328,148,60
95328,149,40
95328,415,60
95329,1956,310
95329,58,40
95329,168,60
95329,213,60
95329,1517,150
95330,19877,3160
95330,78,80
95330,520,360
95330,1678,620
95330,2811,730
95330,8615,1180
95330,6175,190
95333,2446,150
95333,122,30
95333,208,50
95333,502,50
95333,1614,20
95334,4208,780
95334,62,30
95334,252,140
95334,531,210
95334,690,170
95334,1558,200
95334,1115,30
95335,120,30
95335,120,30
95336,45481,5760
95336,171,150
95336,1023,630
95336,3032,1150
95336,4794,1190
95336,16374,2210
95336,20087,430
95337,38224,5320
95337,171,100
95337,682,450
95337,2473,840
95337,4246,1040
95337,18550,2410
95337,12102,480
95338,6652,980
95338,81,30
95338,163,110
95338,446,170
95338,646,180
95338,2737,390
95338,2579,100
95340,29735,3000
95340,85,60
95340,526,290
95340,1375,480
95340,2357,550
95340,9114,1200
95340,16278,420
95341,5134,860
95341,19,30
95341,302,190
95341,625,230
95341,674,180
95341,1404,180
95341,2110,50
95345,268,50
95345,108,30
95345,160,20
95346,749,130
95346,91,50
95346,70,20
95346,588,60
95348,13382,1990
95348,49,50
95348,482,250
95348,1089,410
95348,1669,430
95348,5398,740
95348,4695,110
95350,32866,4740
95350,239,140
95350,1024,650
95350,3023,1040
95350,4474,960
95350,11987,1590
95350,12119,360
95351,8247,1760
95351,57,70
95351,561,410
95351,1172,450
95351,1423,380
95351,2721,370
95351,2313,80
95354,14021,1870
95354,143,80
95354,479,310
95354,1213,430
95354,1480,350
95354,4083,540
95354,6623,160
95355,58432,7390
95355,191,150
95355,1093,680
95355,3556,1280
95355,5908,1410
95355,23407,3060
95355,24277,810
95356,69065,4340
95356,107,80
95356,765,380
95356,1846,640
95356,3016,730
95356,13246,1600
95356,50085,910
95357,20621,1680
95357,48,50
95357,369,190
95357,803,290
95357,1318,310
95357,4907,610
95357,13176,230
95358,21886,2190
95358,141,80
95358,687,360
95358,1467,480
95358,1773,400
95358,6076,660
95358,11742,210
95360,5393,1080
95360,49,30
95360,231,170
95360,853,320
95360,863,220
95360,2157,300
95360,1240,40
95361,45314,4570
95361,247,110
95361,659,350
95361,2050,720
95361,3876,860
95361,14973,1910
95361,23509,620
95363,20205,2980
95363,127,90
95363,566,380
95363,1709,670
95363,2535,630
95363,7544,1020
95363,7724,190
95365,367,100
95365,70,40
95365,94,30
95365,203,30
95366,41537,3060
95366,144,50
95366,330,150
95366,1116,350
95366,2105,480
95366,11557,1420
95366,26285,610
95367,15612,2800
95367,50,70
95367,482,350
95367,1558,590
95367,2393,640
95367,6843,990
95367,4286,160
95368,10149,1990
95368,27,50
95368,370,240
95368,1252,470
95368,1824,480
95368,4710,670
95368,1966,80
95369,507,60
95369,76,30
95369,431,30
95370,23445,3060
95370,82,70
95370,549,290
95370,1453,530
95370,2249,580
95370,9263,1240
95370,9849,350
95372,1611,310
95372,57,40
95372,136,60
95372,320,80
95372,720,110
95372,378,20
95374,807,100
95374,160,60
95374,647,40
95376,39887,6500
95376,156,130
95376,964,640
95376,3263,1240
95376,6008,1410
95376,20319,2620
95376,9177,460
95377,41660,5330
95377,118,90
95377,466,300
95377,1936,660
95377,3742,920
95377,20872,2660
95377,14526,700
95379,2231,400
95379,110,60
95379,267,100
95379,235,60
95379,997,150
95379,622,30
95380,21026,2680
95380,111,80
95380,643,370
95380,1465,560
95380,2345,550
95380,6895,880
95380,9567,240
95382,39736,4900
95382,113,80
95382,662,380
95382,2261,810
95382,3816,950
95382,15811,2070
95382,17073,610
95383,4856,590
95383,105,70
95383,256,90
95383,526,100
95383,1759,250
95383,2210,80
95385,193,30
95385,193,30
95386,5262,810
95386,191,130
95386,457,170
95386,615,180
95386,2042,280
95386,1957,50
95388,2861,430
95388,203,120
95388,273,100
95388,346,90
95388,944,100
95388,1095,20
95389,227,50
95389,88,30
95389,139,20
95391,31343,3310
95391,65,30
95391,161,110
95391,702,250
95391,1801,430
95391,15666,1840
95391,12948,650
95401,39289,4010
95401,304,130
95401,787,420
95401,2102,730
95401,3331,760
95401,11495,1500
95401,21270,470
95403,62324,5470
95403,239,120
95403,983,440
95403,2577,880
95403,4103,940
95403,18941,2320
95403,35481,770
95404,83114,5830
95404,354,110
95404,861,360
95404,2361,720
95404,3995,830
95404,20477,2380
95404,55066,1430
95405,45175,3910
95405,231,80
95405,589,240
95405,1859,510
95405,2722,610
95405,14193,1690
95405,25581,780
95407,17370,3170
95407,101,100
95407,712,460
95407,1904,720
95407,2862,710
95407,7619,1030
95407,4172,150
95409,56804,5030
95409,373,110
95409,683,280
95409,1859,610
95409,3581,780
95409,17714,2130
95409,32594,1120
95410,1056,80
95410,93,40
95410,161,20
95410,802,20
95415,580,80
95415,87,40
95415,493,40
95421,1443,160
95421,47,30
95421,101,30
95421,138,30
95421,1157,70
95422,1946,380
95422,18,20
95422,138,90
95422,252,80
95422,260,70
95422,791,100
95422,487,20
95423,1149,200
95423,59,40
95423,126,50
95423,143,30
95423,821,80
95425,12051,1440
95425,123,40
95425,195,120
95425,755,250
95425,1088,260
95425,4331,580
95425,5559,190
95427,601,30
95427,601,30
95428,250,50
95428,53,30
95428,197,20
95432,368,30
95432,368,30
95436,8065,900
95436,212,110
95436,441,150
95436,572,140
95436,3023,360
95436,3817,140
95437,8047,1140
95437,95,60
95437,388,150
95437,676,230
95437,892,230
95437,2601,340
95437,3395,130
95439,1420,130
95439,94,30
95439,93,20
95439,510,60
95439,723,20
95441,4675,230
95441,41,20
95441,105,40
95441,158,30
95441,804,80
95441,3567,60
95442,9625,510
95442,226,50
95442,204,60
95442,385,70
95442,1693,190
95442,7117,140
95444,2224,200
95444,123,50
95444,161,40
95444,640,70
95444,1300,40
95445,4946,390
95445,49,40
95445,171,60
95445,291,50
95445,1230,150
95445,3205,90
95446,4333,650
95446,31,30
95446,136,90
95446,368,120
95446,539,120
95446,1808,230
95446,1451,60
95448,65993,2580
95448,164,70
95448,432,150
95448,1413,270
95448,1593,350
95448,8208,950
95448,54183,790
95449,943,120
95449,162,60
95449,781,60
95450,416,40
95450,416,40
95451,6727,1000
95451,60,50
95451,252,130
95451,532,180
95451,784,190
95451,2823,350
95451,2276,100
95452,5894,290
95452,193,20
95452,103,30
95452,178,30
95452,1099,110
95452,4321,100
95453,7595,1050
95453,80,40
95453,176,120
95453,531,190
95453,757,200
95453,2960,370
95453,3091,130
95454,698,100
95454,40,40
95454,101,30
95454,557,30
95456,653,80
95456,149,40
95456,504,40
95457,1822,280
95457,72,60
95457,149,50
95457,263,60
95457,741,90
95457,597,20
95458,630,120
95458,28,20
95458,64,30
95458,121,30
95458,417,40
95459,290,40
95459,290,40
95460,4455,380
95460,125,60
95460,169,60
95460,255,60
95460,1034,130
95460,2872,70
95461,2304,330
95461,61,20
95461,85,40
95461,103,40
95461,307,70
95461,1090,130
95461,658,30
95462,1159,170
95462,59,30
95462,137,40
95462,223,40
95462,740,60
95464,452,100
95464,107,40
95464,114,30
95464,231,30
95465,5399,300
95465,77,40
95465,104,40
95465,185,40
95465,947,110
95465,4086,70
95466,758,80
95466,121,40
95466,637,40
95467,4951,790
95467,38,20
95467,137,80
95467,411,160
95467,680,170
95467,2283,310
95467,1402,50
95468,722,90
95468,125,50
95468,597,40
95469,1357,140
95469,27,20
95469,66,20
95469,86,20
95469,404,50
95469,774,30
95470,4728,610
95470,129,80
95470,465,110
95470,499,120
95470,1829,230
95470,1806,70
95472,62594,4270
95472,522,110
95472,962,270
95472,2104,490
95472,3305,630
95472,15190,1830
95472,40511,940
95476,97167,5120
95476,471,130
95476,747,330
95476,2511,660
95476,3778,770
95476,17481,1980
95476,72179,1250
95482,22784,2640
95482,178,80
95482,501,270
95482,1527,450
95482,1962,460
95482,8093,1020
95482,10523,360
95485,839,150
95485,77,30
95485,108,40
95485,107,30
95485,547,50
95490,5649,910
95490,66,30
95490,233,140
95490,562,200
95490,896,170
95490,2398,310
95490,1494,60
95492,51018,4900
95492,333,70
95492,697,300
95492,1794,560
95492,3277,780
95492,18318,2320
95492,26599,870
95494,305,30
95494,305,30
95501,8995,1400
95501,126,50
95501,348,200
95501,983,320
95501,1096,280
95501,3310,440
95501,3132,110
95503,19099,2250
95503,59,60
95503,491,260
95503,1214,440
95503,1795,460
95503,6190,810
95503,9350,220
95519,13792,1910
95519,77,50
95519,311,210
95519,977,340
95519,1597,380
95519,5396,730
95519,5434,200
95521,9872,1140
95521,69,40
95521,439,150
95521,541,180
95521,932,180
95521,3301,440
95521,4590,150
95524,4867,330
95524,84,40
95524,93,40
95524,220,50
95524,1039,130
95524,3431,70
95525,1035,160
95525,72,30
95525,59,30
95525,157,40
95525,747,60
95528,631,80
95528,133,40
95528,498,40
95531,8551,1440
95531,57,50
95531,303,170
95531,780,290
95531,1193,310
95531,3565,520
95531,2653,100
95536,3100,290
95536,68,40
95536,179,40
95536,306,60
95536,856,110
95536,1691,40
95540,8833,1250
95540,59,30
95540,257,160
95540,677,240
95540,990,250
95540,3552,460
95540,3298,110
95542,1869,130
95542,46,20
95542,94,40
95542,353,50
95542,1376,20
95543,383,80
95543,97,40
95543,286,40
95546,209,40
95546,209,40
95547,1457,150
95547,70,30
95547,93,30
95547,471,60
95547,823,30
95548,170,40
95548,170,40
95549,804,80
95549,85,30
95549,719,50
95551,940,130
95551,24,20
95551,94,30
95551,93,20
95551,729,60
95558,137,20
95558,137,20
95560,940,130
95560,28,30
95560,79,30
95560,86,20
95560,747,50
95562,736,170
95562,70,40
95562,131,40
95562,122,30
95562,413,60
95567,1081,140
95567,35,20
95567,62,20
95567,99,30
95567,885,70
95570,2848,250
95570,43,30
95570,115,40
95570,167,40
95570,723,90
95570,1800,50
95573,1348,110
95573,170,60
95573,1178,50
95589,569,80
95589,123,50
95589,446,30
95602,32912,2900
95602,207,70
95602,546,180
95602,1064,370
95602,1982,450
95602,10062,1280
95602,19051,550
95603,43313,4250
95603,185,110
95603,607,340
95603,1793,620
95603,2958,680
95603,14368,1770
95603,23402,730
95605,6557,930
95605,48,30
95605,229,150
95605,629,210
95605,827,180
95605,2201,270
95605,2623,90
95607,234,30
95607,234,30
95608,106011,9110
95608,290,180
95608,1110,600
95608,3710,1230
95608,6801,1590
95608,29698,3790
95608,64402,1720
95610,25103,4760
95610,141,140
95610,980,590
95610,3019,1060
95610,4405,1090
95610,12214,1670
95610,4344,210
95612,4853,180
95612,62,30
95612,96,20
95612,623,80
95612,4072,50
95614,6714,820
95614,106,70
95614,246,100
95614,678,160
95614,2984,380
95614,2700,110
95615,583,80
95615,97,40
95615,486,40
95616,79303,5250
95616,96,60
95616,332,160
95616,1334,420
95616,2578,570
95616,19712,2360
95616,55251,1680
95618,75489,4520
95618,99,40
95618,396,150
95618,998,340
95618,2043,460
95618,15835,1900
95618,56118,1630
95619,4607,690
95619,294,100
95619,361,140
95619,592,140
95619,1836,260
95619,1524,50
95620,21793,2940
95620,76,50
95620,381,250
95620,1311,510
95620,2166,550
95620,9278,1230
95620,8581,350
95621,20822,4780
95621,159,160
95621,1211,770
95621,3481,1290
95621,4223,1040
95621,9519,1390
95621,2229,130
95623,5804,760
95623,156,90
95623,351,120
95623,537,140
95623,2352,320
95623,2408,90
95624,73927,9940
95624,243,180
95624,1218,740
95624,4196,1560
95624,6936,1760
95624,33430,4520
95624,27904,1180
95626,4159,740
95626,168,100
95626,413,170
95626,493,130
95626,2049,290
95626,1036,50
95627,2621,410
95627,75,70
95627,269,90
95627,315,90
95627,946,130
95627,1016,30
95628,84323,7750
95628,274,150
95628,912,460
95628,3345,1080
95628,5369,1240
95628,26900,3390
95628,47523,1430
95629,1196,130
95629,144,50
95629,1052,80
95630,182582,15270
95630,268,180
95630,1026,550
95630,4011,1320
95630,9202,2030
95630,60387,7300
95630,107688,3890
95631,7326,970
95631,165,90
95631,476,170
95631,760,190
95631,3370,430
95631,2555,90
95632,23263,3940
95632,145,70
95632,578,380
95632,2026,740
95632,3158,810
95632,12016,1660
95632,5340,280
95633,2445,430
95633,74,50
95633,237,90
95633,399,100
95633,1244,170
95633,491,20
95634,2512,380
95634,80,50
95634,202,80
95634,277,70
95634,1223,150
95634,730,30
95635,1034,160
95635,98,40
95635,123,30
95635,813,90
95636,524,130
95636,26,20
95636,73,30
95636,119,40
95636,306,40
95637,223,40
95637,223,40
95638,3285,400
95638,68,40
95638,192,60
95638,281,70
95638,1347,180
95638,1397,50
95640,6224,1060
95640,49,30
95640,193,120
95640,489,180
95640,916,230
95640,3105,430
95640,1472,70
95641,1031,150
95641,130,50
95641,133,30
95641,768,70
95642,7400,870
95642,17,20
95642,129,80
95642,275,130
95642,613,150
95642,2859,380
95642,3507,110
95645,807,130
95645,31,30
95645,103,30
95645,94,30
95645,579,40
95648,85146,9950
95648,674,230
95648,1611,690
95648,4436,1400
95648,6857,1750
95648,34084,4590
95648,37484,1290
95650,60023,2670
95650,147,50
95650,283,120
95650,904,270
95650,1622,360
95650,8850,1080
95650,48217,790
95651,2911,140
95651,63,30
95651,105,20
95651,512,60
95651,2231,30
95655,4887,820
95655,97,70
95655,418,150
95655,763,190
95655,2595,350
95655,1014,60
95658,21219,1270
95658,246,100
95658,360,140
95658,755,190
95658,4416,540
95658,15442,300
95659,1026,80
95659,129,30
95659,897,50
95660,5719,1760
95660,137,110
95660,671,480
95660,1558,570
95660,1309,330
95660,2044,270
95661,66643,5780
95661,165,110
95661,518,290
95661,1718,610
95661,4076,870
95661,20899,2590
95661,39267,1310
95662,41567,5320
95662,160,110
95662,843,460
95662,2674,910
95662,4536,1060
95662,17001,2250
95662,16353,530
95663,7485,600
95663,87,40
95663,238,60
95663,329,80
95663,2251,280
95663,4580,140
95664,2679,260
95664,30,20
95664,72,30
95664,211,50
95664,986,120
95664,1380,40
95665,3910,550
95665,80,70
95665,217,90
95665,429,100
95665,1680,230
95665,1504,60
95666,3261,590
95666,131,80
95666,353,140
95666,388,110
95666,1472,210
95666,917,50
95667,44393,5410
95667,356,140
95667,870,430
95667,2681,830
95667,3900,980
95667,17448,2290
95667,19138,740
95668,956,100
95668,153,40
95668,803,60
95669,3823,330
95669,61,40
95669,172,50
95669,202,50
95669,1175,140
95669,2213,50
95670,52146,6840
95670,208,160
95670,1174,760
95670,3721,1290
95670,5524,1280
95670,19888,2550
95670,21631,800
95672,10400,980
95672,67,60
95672,241,90
95672,542,130
95672,3549,450
95672,6001,250
95673,7491,1620
95673,50,50
95673,373,250
95673,1100,410
95673,1457,360
95673,3409,490
95673,1102,60
95674,1175,100
95674,212,40
95674,963,60
95677,52300,4550
95677,104,80
95677,475,280
95677,1685,600
95677,3245,740
95677,16415,2080
95677,30376,770
95678,51389,6410
95678,160,120
95678,941,540
95678,3629,1110
95678,5254,1210
95678,21172,2710
95678,20233,720
95681,641,130
95681,35,20
95681,67,30
95681,160,30
95681,379,50
95682,54012,5610
95682,277,110
95682,671,340
95682,1756,620
95682,3841,900
95682,20791,2650
95682,26676,990
95683,20924,1610
95683,281,90
95683,355,120
95683,1011,240
95683,6486,810
95683,12791,350
95684,2365,360
95684,83,40
95684,158,60
95684,312,80
95684,1131,150
95684,681,30
95685,4924,670
95685,105,70
95685,311,100
95685,454,120
95685,2112,290
95685,1942,90
95687,66435,9690
95687,200,180
95687,1135,740
95687,4274,1560
95687,7911,1860
95687,34086,4430
95687,18829,920
95688,67265,6780
95688,230,100
95688,682,390
95688,2155,760
95688,4668,1050
95688,26040,3210
95688,33490,1270
95689,1778,250
95689,50,30
95689,84,40
95689,159,40
95689,828,110
95689,657,30
95690,2103,190
95690,135,50
95690,144,30
95690,599,70
95690,1225,40
95691,40501,5790
95691,216,110
95691,819,470
95691,3078,1050
95691,4428,1070
95691,19417,2560
95691,12543,530
95692,4251,600
95692,141,90
95692,320,110
95692,481,120
95692,1725,230
95692,1584,50
95693,21511,1380
95693,161,80
95693,522,140
95693,857,190
95693,4942,630
95693,15029,340
95694,13271,1300
95694,60,30
95694,319,130
95694,615,200
95694,901,220
95694,4153,520
95694,7223,200
95695,45795,4250
95695,131,100
95695,882,440
95695,2283,770
95695,2984,730
95695,12354,1630
95695,27161,580
95703,2098,320
95703,91,40
95703,156,50
95703,257,70
95703,961,130
95703,633,30
95709,6117,770
95709,103,80
95709,335,110
95709,489,120
95709,2758,360
95709,2432,100
95713,8324,1170
95713,42,30
95713,174,110
95713,561,190
95713,837,220
95713,3498,490
95713,3212,130
95722,13354,990
95722,104,70
95722,375,100
95722,643,150
95722,3621,460
95722,8611,210
95726,7242,1230
95726,54,40
95726,225,150
95726,619,210
95726,870,240
95726,3680,510
95726,1794,80
95742,23028,2960
95742,108,50
95742,264,150
95742,1015,370
95742,2217,560
95742,11212,1490
95742,8212,340
95746,141272,5520
95746,211,80
95746,435,140
95746,1258,270
95746,2246,450
95746,17349,2010
95746,119773,2570
95747,125456,13880
95747,388,190
95747,1131,610
95747,4511,1470
95747,8996,2180
95747,54610,7040
95747,55820,2390
95757,67490,8600
95757,201,120
95757,818,470
95757,2964,1120
95757,5794,1450
95757,32671,4310
95757,25042,1130
95758,68516,10230
95758,296,190
95758,1250,880
95758,5268,1910
95758,8052,1960
95758,31765,4300
95758,21885,990
95762,214206,11120
95762,428,110
95762,1047,290
95762,2010,640
95762,4932,1070
95762,41573,4850
95762,164216,4160
95765,83349,7550
95765,239,90
95765,569,270
95765,2008,670
95765,4339,1050
95765,30445,3810
95765,45749,1660
95776,23230,3200
95776,96,50
95776,531,340
95776,1498,580
95776,2325,610
95776,9387,1310
95776,9393,310
95811,12356,700
95811,128,60
95811,437,110
95811,731,130
95811,2489,270
95811,8571,130
95814,11011,880
95814,202,100
95814,417,130
95814,956,150
95814,3236,330
95814,6200,170
95815,6719,1070
95815,30,60
95815,458,290
95815,765,280
95815,749,170
95815,1583,220
95815,3134,50
95816,34389,2830
95816,94,50
95816,394,170
95816,1169,340
95816,2675,510
95816,10429,1180
95816,19628,580
95817,8702,1410
95817,46,50
95817,288,170
95817,1100,330
95817,1398,300
95817,3910,480
95817,1960,80
95818,53714,4150
95818,119,40
95818,451,180
95818,1529,450
95818,3391,670
95818,15602,1790
95818,32622,1020
95819,57806,4320
95819,102,70
95819,352,160
95819,1569,490
95819,3252,620
95819,16317,1890
95819,36214,1090
95820,14274,2850
95820,78,90
95820,849,530
95820,2729,890
95820,2631,560
95820,5320,700
95820,2667,80
95821,29896,3780
95821,144,120
95821,718,390
95821,2025,680
95821,3328,750
95821,11655,1480
95821,12026,360
95822,30068,4540
95822,214,140
95822,1009,620
95822,2516,950
95822,3734,840
95822,11810,1540
95822,10785,450
95823,15809,4330
95823,252,200
95823,1627,1050
95823,3593,1380
95823,3119,790
95823,5411,830
95823,1807,80
95824,3804,1050
95824,82,70
95824,641,330
95824,842,310
95824,701,170
95824,1538,170
95825,25829,2610
95825,349,100
95825,633,350
95825,1451,470
95825,2352,510
95825,7187,830
95825,13857,350
95826,25744,4440
95826,119,110
95826,830,540
95826,2976,1040
95826,4224,990
95826,11984,1560
95826,5611,200
95827,14252,2150
95827,53,60
95827,531,350
95827,1476,560
95827,1874,430
95827,4546,640
95827,5772,110
95828,17079,4110
95828,149,190
95828,1452,890
95828,3118,1160
95828,3495,830
95828,6313,930
95828,2552,110
95829,32286,4600
95829,77,90
95829,594,420
95829,2190,810
95829,3517,880
95829,13895,1910
95829,12013,490
95830,1602,150
95830,74,30
95830,96,20
95830,486,60
95830,946,40
95831,73141,7390
95831,371,120
95831,904,450
95831,3167,1050
95831,5510,1230
95831,25642,3280
95831,37547,1260
95832,1999,590
95832,18,30
95832,201,170
95832,432,190
95832,376,100
95832,972,100
95833,22851,4190
95833,210,120
95833,1168,660
95833,3029,1050
95833,3846,880
95833,9776,1270
95833,4822,210
95834,21902,3450
95834,132,90
95834,658,420
95834,2120,770
95834,3033,700
95834,9319,1230
95834,6640,240
95835,52230,6760
95835,312,110
95835,713,440
95835,3284,1170
95835,5235,1270
95835,23067,2990
95835,19619,780
95837,975,60
95837,253,30
95837,722,30
95838,7448,2260
95838,64,100
95838,912,640
95838,1716,690
95838,1575,410
95838,2565,380
95838,616,40
95841,9272,1480
95841,66,50
95841,431,250
95841,1023,360
95841,1126,280
95841,3212,450
95841,3414,90
95842,8757,2350
95842,73,100
95842,777,490
95842,1997,720
95842,1983,500
95842,3336,500
95842,591,40
95843,28115,5770
95843,164,150
95843,1177,700
95843,3832,1370
95843,4866,1290
95843,14257,2050
95843,3819,210
95864,115767,5170
95864,317,90
95864,601,230
95864,1552,510
95864,3088,620
95864,16183,1900
95864,94026,1820
95901,12404,2390
95901,116,70
95901,570,350
95901,1594,570
95901,2100,500
95901,5614,790
95901,2410,110
95903,51,20
95903,51,20
95912,7473,510
95912,168,80
95912,278,90
95912,372,80
95912,1388,180
95912,5267,80
95914,241,60
95914,73,30
95914,168,30
95916,250,60
95916,86,40
95916,164,20
95917,2269,270
95917,134,40
95917,176,60
95917,282,60
95917,668,90
95917,1009,20
95918,3183,380
95918,52,30
95918,131,50
95918,284,70
95918,1487,190
95918,1229,40
95919,265,70
95919,121,50
95919,144,20
95922,119,30
95922,119,30
95925,101,20
95925,101,20
95926,28739,3350
95926,197,110
95926,552,300
95926,1472,520
95926,2814,640
95926,10852,1420
95926,12852,360
95928,48935,3560
95928,156,90
95928,473,290
95928,1590,550
95928,2660,570
95928,11839,1440
95928,32217,620
95932,6544,620
95932,243,90
95932,349,110
95932,585,130
95932,1823,200
95932,3544,90
95935,214,60
95935,49,30
95935,165,30
95938,8685,600
95938,136,40
95938,196,70
95938,494,90
95938,2617,260
95938,5242,140
95942,1704,220
95942,87,40
95942,180,50
95942,770,100
95942,667,30
95943,2934,100
95943,157,30
95943,467,30
95943,2310,40
95945,22840,2630
95945,94,90
95945,683,310
95945,1343,470
95945,1966,480
95945,7261,950
95945,11493,330
95946,12461,1560
95946,163,60
95946,342,170
95946,619,230
95946,1141,270
95946,4604,620
95946,5592,210
95947,637,110
95947,161,50
95947,476,60
95948,6559,840
95948,96,30
95948,207,120
95948,672,180
95948,618,160
95948,2424,280
95948,2542,70
95949,24527,2950
95949,159,80
95949,355,240
95949,1253,460
95949,2137,540
95949,9571,1270
95949,11052,360
95953,5134,720
95953,15,20
95953,252,130
95953,472,170
95953,642,150
95953,1546,190
95953,2207,60
95954,3637,820
95954,35,40
95954,180,120
95954,472,190
95954,789,190
95954,1661,250
95954,500,30
95957,577,70
95957,147,40
95957,430,30
95959,29085,2620
95959,282,80
95959,466,210
95959,1181,390
95959,1996,430
95959,8356,1050
95959,16804,460
95960,459,60
95960,62,30
95960,397,30
95961,10035,2200
95961,55,50
95961,545,330
95961,1380,550
95961,1821,470
95961,5059,740
95961,1175,60
95962,1070,160
95962,111,40
95962,100,30
95962,859,90
95963,8901,1040
95963,87,40
95963,321,150
95963,597,210
95963,821,200
95963,2615,350
95963,4460,90
95965,6523,980
95965,30,40
95965,250,160
95965,601,230
95965,808,180
95965,2216,300
95965,2618,70
95966,12638,1980
95966,127,80
95966,487,260
95966,1131,400
95966,1555,380
95966,5754,720
95966,3584,140
95968,279,80
95968,20,20
95968,130,40
95968,129,20
95969,16673,2560
95969,86,90
95969,517,330
95969,1197,450
95969,1848,500
95969,7194,970
95969,5831,220
95970,643,50
95970,62,20
95970,581,30
95971,3771,580
95971,170,90
95971,334,130
95971,385,100
95971,1524,210
95971,1358,50
95973,45977,4460
95973,181,90
95973,701,340
95973,1827,630
95973,3398,790
95973,14859,1980
95973,25011,630
95975,1496,180
95975,85,50
95975,100,30
95975,1311,100
95977,966,180
95977,37,40
95977,116,30
95977,151,40
95977,662,70
95979,109,30
95979,109,30
95982,4230,430
95982,78,50
95982,205,70
95982,434,90
95982,1432,180
95982,2081,40
95983,150,30
95983,150,30
95987,2568,390
95987,128,80
95987,288,100
95987,259,70
95987,762,100
95987,1131,40
95988,6322,640
95988,301,100
95988,415,130
95988,526,120
95988,2227,220
95988,2853,70
95991,19062,3010
95991,124,90
95991,612,390
95991,1561,620
95991,2267,590
95991,8107,1100
95991,6391,220
95993,38081,4090
95993,209,90
