Zip Code,Total times 1k,num returns
92040,181908000,2070
92040,464111000,3360
92040,198585000,620
92054,1032315000,18600
92054,93177000,6720
92054,195382000,5350
92054,158965000,2560
92054,125368000,1420
92054,276711000,2000
92054,182712000,550
92056,1685647000,26210
92056,106338000,8090
92056,229750000,6250
92056,244224000,3900
92056,241574000,2750
92056,588308000,4300
92056,275453000,920
92057,1619213000,26700
92057,116633000,8640
92057,250746000,6860
92057,239510000,3860
92057,220476000,2530
92057,543791000,3960
92057,248057000,850
92058,749937000,16510
92058,84213000,5630
92058,216848000,6020
92058,141692000,2320
92058,101102000,1160
92058,163515000,1240
92058,42567000,140
92059,74837000,920
92059,2628000,190
92059,5090000,150
92059,4133000,70
92059,23728000,270
92059,27255000,200
92059,12003000,40
92061,127792000,1460
92061,6451000,440
92061,14351000,410
92061,12356000,200
92061,9801000,110
92061,28690000,200
92061,56143000,100
92064,2595078000,22490
92064,75167000,6140
92064,145078000,3900
92064,161395000,2560
92064,183416000,2070
92064,708453000,4940
92064,1321569000,2880
92065,1285736000,16890
92065,63618000,4860
92065,132454000,3580
92065,142536000,2270
92065,162888000,1840
92065,477201000,3450
92065,307039000,890
92066,8469000,140
92066,484000,40
92066,971000,30
92066,3249000,50
92066,3765000,20
92069,1328940000,21250
92069,101884000,7540
92069,193708000,5350
92069,165071000,2660
92069,155605000,1760
92069,436329000,3160
92069,276343000,780
92070,27825000,550
92070,2926000,230
92070,5140000,140
92070,4034000,70
92070,3255000,40
92070,12470000,70
92071,1719879000,25960
92071,96162000,7340
92071,214531000,5760
92071,261355000,4190
92071,270239000,3090
92071,656412000,4850
92071,221180000,730
92075,1154620000,6680
92075,19067000,1590
92075,40294000,1050
92075,46533000,730
92075,53574000,600
92075,193780000,1320
92075,801372000,1390
92078,1843324000,20630
92078,75781000,6030
92078,143000000,3870
92078,158900000,2540
92078,170077000,1920
92078,614195000,4290
92078,681371000,1980
92081,975345000,13610
92081,51146000,3920
92081,117901000,3160
92081,127267000,2040
92081,131093000,1490
92081,327711000,2380
92081,220227000,620
92082,714177000,9180
92082,36746000,2830
92082,71744000,1980
92082,70765000,1130
92082,77697000,880
92082,243954000,1720
92082,213271000,640
92083,757352000,17540
92083,101964000,7120
92083,196855000,5490
92083,141409000,2310
92083,102546000,1190
92083,170831000,1280
92083,43747000,150
92084,1310284000,21880
92084,113062000,8130
92084,218902000,6090
92084,172054000,2770
92084,137725000,1570
92084,353486000,2550
92084,315055000,770
92086,24247000,540
92086,2518000,210
92086,5998000,160
92086,4502000,70
92086,3155000,40
92086,8074000,60
92091,206503000,610
92091,1556000,140
92091,2899000,80
92091,3891000,60
92091,3562000,40
92091,17420000,120
92091,177175000,170
92101,2102391000,20510
92101,65289000,4920
92101,165600000,4400
92101,202142000,3190
92101,207682000,2360
92101,534690000,3820
92101,926988000,1820
92102,821654000,19740
92102,119422000,8300
92102,236640000,6560
92102,155479000,2540
92102,93818000,1080
92102,136830000,1020
92102,79465000,240
92103,1867531000,19190
92103,59102000,4370
92103,171419000,4530
92103,201629000,3210
92103,190123000,2170
92103,435309000,3130
92103,809949000,1780
92104,1519270000,24720
92104,105112000,7390
92104,278990000,7490
92104,255765000,4110
92104,192814000,2220
92104,366542000,2680
92104,320047000,830
92105,979186000,29100
92105,205808000,14640
92105,318433000,8930
92105,193819000,3170
92105,109449000,1270
92105,128598000,1010
92105,23079000,80
92106,1229059000,9520
92106,29393000,2370
92106,65226000,1730
92106,74607000,1180
92106,77030000,870
92106,273331000,1880
92106,709472000,1490
92107,1321194000,15070
92107,54510000,4050
92107,136582000,3630
92107,150034000,2400
92107,133880000,1520
92107,333838000,2360
92107,512350000,1110
92108,938962000,12540
92108,39281000,2850
92108,124950000,3290
92108,147188000,2350
92108,133676000,1530
92108,273887000,2020
92108,219980000,500
92109,2118957000,25240
92109,82661000,6170
92109,255364000,6680
92109,285870000,4590
92109,238148000,2730
92109,464291000,3370
92109,792623000,1700
92110,998997000,13130
92110,50847000,3890
92110,121705000,3260
92110,131744000,2100
92110,114543000,1300
92110,255584000,1820
92110,324574000,760
92111,1319009000,22090
92111,103889000,7780
92111,207346000,5610
92111,200097000,3220
92111,176993000,2020
92111,392616000,2870
92111,238068000,590
92113,631691000,21200
92113,162198000,11240
92113,243966000,6960
92113,124160000,2060
92113,49700000,580
92113,42438000,340
92113,9229000,20
92114,1347043000,31500
92114,172040000,12500
92114,340971000,9430
92114,283433000,4610
92114,218416000,2520
92114,292301000,2280
92114,39882000,160
92115,1334797000,25770
92115,141532000,10690
92115,250794000,6920
92115,197407000,3190
92115,163583000,1880
92115,344001000,2500
92115,237480000,590
92116,1272794000,18470
92116,66902000,4770
92116,201284000,5330
92116,203099000,3280
92116,160209000,1830
92116,332203000,2410
92116,309097000,850
92117,1860703000,26580
92117,105293000,7920
92117,236998000,6360
92117,252373000,4050
92117,238347000,2710
92117,601101000,4330
92117,426591000,1210
92118,1095960000,7850
92118,21042000,1810
92118,48025000,1260
92118,59973000,950
92118,68732000,780
92118,244606000,1680
92118,653582000,1370
92119,933513000,11830
92119,37671000,3020
92119,87828000,2340
92119,112874000,1790
92119,122876000,1400
92119,370550000,2640
92119,201714000,640
92120,1277363000,14240
92120,45803000,3660
92120,105787000,2810
92120,124067000,1970
92120,136484000,1540
92120,442615000,3130
92120,422607000,1130
92121,406861000,2470
92121,6607000,550
92121,14843000,390
92121,18486000,300
92121,19671000,220
92121,79155000,550
92121,268099000,460
92122,1780610000,18690
92122,55463000,4590
92122,133402000,3530
92122,170256000,2710
92122,183401000,2080
92122,553847000,3940
92122,684241000,1840
92123,1000979000,14560
92123,54407000,3990
92123,140908000,3780
92123,144676000,2320
92123,134931000,1530
92123,335244000,2440
92123,190813000,500
92124,1097995000,13180
92124,35404000,2780
92124,119949000,3170
92124,132968000,2130
92124,134026000,1520
92124,373129000,2670
92124,302519000,910
92126,2409740000,36320
92126,138059000,10360
92126,322261000,8660
92126,346620000,5550
92126,361590000,4140
92126,872503000,6410
92126,368707000,1200
92127,3030707000,18990
92127,43951000,3950
92127,87133000,2320
92127,118969000,1860
92127,141108000,1600
92127,697237000,4710
92127,1942309000,4550
92128,2395598000,23800
92128,62812000,5190
92128,141587000,3730
92128,209722000,3320
92128,253182000,2860
92128,872925000,6130
92128,855370000,2570
92129,2487423000,24150
92129,71008000,6010
92129,141873000,3770
92129,171642000,2720
92129,212325000,2390
92129,881511000,6100
92129,1009064000,3160
92130,4915637000,24010
92130,53283000,5140
92130,101602000,2640
92130,131349000,2040
92130,162623000,1820
92130,791529000,5330
92130,3675251000,7040
92131,2360577000,16330
92131,36125000,3330
92131,72270000,1910
92131,96937000,1530
92131,132711000,1500
92131,663768000,4530
92131,1358766000,3530
92139,804186000,17120
92139,80730000,5850
92139,194578000,5320
92139,167332000,2730
92139,134114000,1540
92139,203532000,1590
92139,23900000,90
92154,1839822000,41890
92154,232588000,16750
92154,458023000,12710
92154,363527000,5880
92154,270472000,3120
92154,407011000,3130
92154,108201000,300
92173,704946000,22440
92173,168550000,11980
92173,240009000,6820
92173,135653000,2230
92173,68232000,800
92173,68548000,540
92173,23954000,70
92201,1026745000,24480
92201,170625000,11640
92201,246377000,6940
92201,160754000,2620
92201,122780000,1410
92201,209270000,1550
92201,116939000,320
92203,854888000,12170
92203,49312000,3620
92203,97672000,2630
92203,109077000,1740
92203,118870000,1350
92203,322166000,2360
92203,157791000,470
92210,595135000,1800
92210,4687000,410
92210,8419000,220
92210,11706000,180
92210,15846000,180
92210,56502000,390
92210,497975000,420
92211,968792000,11970
92211,42928000,3390
92211,88210000,2370
92211,110731000,1760
92211,120706000,1370
92211,317043000,2270
92211,289174000,810
92220,672700000,13680
92220,75883000,5620
92220,135643000,3760
92220,114470000,1860
92220,87804000,1010
92220,121893000,930
92220,137007000,500
92223,1468115000,22650
92223,92778000,7010
92223,174950000,4750
92223,213358000,3410
92223,248485000,2820
92223,548745000,4100
92223,189799000,560
92225,241379000,5400
92225,33195000,2380
92225,53037000,1460
92225,38303000,620
92225,37272000,430
92225,58278000,450
92225,21294000,60
92227,518548000,10220
92227,62919000,4630
92227,92962000,2590
92227,68999000,1120
92227,67307000,770
92227,117884000,870
92227,108477000,240
92230,32162000,960
92230,6933000,500
92230,10364000,290
92230,6478000,110
92230,2874000,30
92230,5513000,30
92231,723622000,25020
92231,213077000,15600
92231,209808000,6040
92231,106910000,1760
92231,67150000,780
92231,96496000,750
92231,30181000,90
92233,56365000,1400
92233,8182000,630
92233,15000000,420
92233,9186000,150
92233,8273000,100
92233,15724000,100
92234,935029000,21560
92234,139444000,9870
92234,218774000,6070
92234,151290000,2460
92234,115654000,1320
92234,206596000,1520
92234,103271000,320
92236,539106000,17380
92236,135947000,8970
92236,203542000,5810
92236,102624000,1700
92236,47608000,560
92236,38117000,310
92236,11268000,30
92240,492017000,14690
92240,107007000,7510
92240,158183000,4470
92240,94100000,1540
92240,52659000,610
92240,64873000,500
92240,15195000,60
92241,97166000,2680
92241,18411000,1370
92241,26473000,740
92241,17678000,290
92241,10906000,130
92241,16709000,130
92241,6989000,20
92242,12443000,350
92242,2317000,180
92242,3016000,90
92242,4276000,60
92242,2834000,20
92243,860003000,18920
92243,124085000,9050
92243,173482000,4890
92243,117140000,1900
92243,108250000,1240
92243,205181000,1520
92243,131865000,320
92249,115854000,3000
92249,19274000,1380
92249,29214000,820
92249,23612000,390
92249,19108000,220
92249,24646000,190
92250,163521000,3280
92250,19319000,1380
92250,33177000,930
92250,26337000,430
92250,17741000,200
92250,35808000,270
92250,31139000,70
92251,494815000,8220
92251,33991000,2540
92251,66808000,1810
92251,80279000,1290
92251,93467000,1060
92251,183073000,1390
92251,37197000,130
92252,141777000,3300
92252,19212000,1490
92252,30052000,830
92252,26030000,420
92252,22242000,260
92252,36161000,270
92252,8080000,30
92253,1422575000,16320
92253,68673000,5210
92253,129493000,3480
92253,134970000,2150
92253,134916000,1530
92253,379891000,2690
92253,574632000,1260
92254,155036000,6120
92254,57175000,3630
92254,70549000,2090
92254,18816000,320
92254,5248000,60
92254,3248000,20
92256,66250000,1420
92256,7928000,610
92256,14440000,390
92256,11398000,180
92256,8889000,100
92256,23595000,140
92257,14597000,470
92257,2964000,240
92257,4991000,140
92257,2658000,50
92257,3984000,40
92260,1022091000,13830
92260,68979000,5100
92260,124206000,3380
92260,112701000,1800
92260,99845000,1140
92260,229283000,1650
92260,387077000,760
92262,814167000,11570
92262,59633000,4390
92262,100133000,2760
92262,88726000,1420
92262,78852000,890
92262,198918000,1410
92262,287905000,700
92264,694490000,8920
92264,41102000,3180
92264,75738000,2060
92264,70377000,1120
92264,66421000,760
92264,162258000,1150
92264,278594000,650
92270,1023773000,7630
92270,25386000,2060
92270,46737000,1230
92270,58110000,920
92270,62796000,700
92270,213058000,1470
92270,617686000,1250
92274,196482000,6770
92274,58297000,3820
92274,76150000,2200
92274,29803000,500
92274,11457000,130
92274,12734000,100
92274,8041000,20
92276,124527000,3330
92276,22550000,1610
92276,34783000,970
92276,24286000,400
92276,16324000,190
92276,26584000,160
92277,357612000,8310
92277,47692000,3270
92277,94637000,2620
92277,72832000,1190
92277,53730000,620
92277,74200000,560
92277,14521000,50
92281,29870000,870
92281,6355000,460
92281,8024000,230
92281,6230000,100
92281,3623000,40
92281,5638000,40
92282,15191000,400
92282,2296000,170
92282,4833000,130
92282,3758000,60
92282,4304000,40
92283,28068000,990
92283,8090000,550
92283,10941000,310
92283,5593000,90
92283,3444000,40
92284,423425000,9130
92284,51658000,3980
92284,80605000,2210
92284,76441000,1220
92284,66504000,770
92284,111508000,830
92284,36709000,120
92285,21879000,660
92285,4605000,370
92285,5566000,160
92285,4147000,70
92285,2465000,30
92285,5096000,30
92301,400656000,11970
92301,83854000,6130
92301,123105000,3390
92301,91334000,1500
92301,50652000,590
92301,42536000,340
92301,9175000,20
92305,17041000,280
92305,1133000,100
92305,2104000,50
92305,3339000,50
92305,2739000,30
92305,7726000,50
92307,895742000,16030
92307,80877000,6210
92307,133600000,3650
92307,136533000,2190
92307,137803000,1570
92307,275414000,2040
92307,131515000,370
92308,834363000,15730
92308,83900000,6410
92308,133697000,3680
92308,139375000,2250
92308,119699000,1380
92308,232135000,1720
92308,125557000,290
92309,8178000,270
92309,2153000,140
92309,3196000,90
92309,2829000,40
92310,120415000,2680
92310,13650000,760
92310,39326000,1080
92310,29424000,480
92310,18058000,210
92310,19957000,150
92311,477250000,11720
92311,73964000,5550
92311,101202000,2780
92311,102200000,1650
92311,74980000,860
92311,103106000,800
92311,21798000,80
92313,338167000,5780
92313,24216000,1820
92313,51787000,1410
92313,57545000,930
92313,58410000,670
92313,109792000,820
92313,36417000,130
92314,185196000,3730
92314,20479000,1560
92314,32643000,890
92314,33414000,520
92314,26364000,300
92314,52617000,390
92314,19679000,70
92315,190007000,3290
92315,18132000,1390
92315,28409000,780
92315,23198000,380
92315,20641000,240
92315,50315000,360
92315,49312000,140
92316,501122000,13680
92316,88749000,6260
92316,153664000,4300
92316,107704000,1760
92316,66923000,780
92316,66877000,530
92316,17205000,50
92320,250578000,4170
92320,18062000,1400
92320,35695000,960
92320,39477000,630
92320,41905000,470
92320,83554000,620
92320,31885000,90
92324,1004951000,24810
92324,150920000,10850
92324,276330000,7690
92324,203336000,3320
92324,127536000,1480
92324,163646000,1250
92324,83183000,220
92327,6695000,180
92327,1182000,90
92327,1669000,40
92327,1931000,30
92327,1913000,20
92328,7641000,190
92328,1468000,80
92328,2288000,60
92328,1997000,30
92328,1888000,20
92335,1371575000,40090
92335,268487000,18780
92335,474977000,13310
92335,296719000,4860
92335,168364000,1960
92335,139811000,1110
92335,23217000,70
92336,2407213000,41540
92336,191113000,14380
92336,350946000,9600
92336,352804000,5660
92336,382008000,4360
92336,897995000,6680
92336,232347000,860
92337,796411000,16730
92337,85208000,6150
92337,169054000,4630
92337,166686000,2690
92337,149126000,1720
92337,183729000,1430
92337,42608000,110
92339,31691000,500
92339,1695000,150
92339,4235000,110
92339,4921000,80
92339,5329000,60
92339,15511000,100
92342,168440000,2700
92342,10205000,800
92342,20322000,540
92342,32055000,510
92342,31642000,370
92342,57712000,430
92342,16504000,50
92344,490611000,8510
92344,39775000,3040
92344,70366000,1900
92344,78061000,1270
92344,78632000,900
92344,163705000,1230
92344,60072000,170
92345,1291501000,30840
92345,185211000,13790
92345,291064000,8030
92345,262026000,4250
92345,209218000,2410
92345,282501000,2170
92345,61481000,190
92346,1559262000,24760
92346,125363000,9360
92346,214835000,5920
92346,201845000,3260
92346,191379000,2190
92346,448616000,3270
92346,377224000,760
92347,8964000,230
92347,1567000,110
92347,2080000,60
92347,1795000,30
92347,3522000,30
92354,722761000,9660
92354,41328000,3200
92354,80821000,2220
92354,85871000,1390
92354,85594000,980
92354,195111000,1400
92354,234036000,470
92356,68625000,1850
92356,11579000,910
92356,17526000,480
92356,14150000,230
92356,11123000,130
92356,14247000,100
92358,18542000,350
92358,1633000,130
92358,2796000,70
92358,4125000,70
92358,3609000,40
92358,6379000,40
92359,196806000,3820
92359,18799000,1420
92359,35674000,970
92359,33168000,540
92359,34272000,390
92359,60138000,450
92359,14755000,50
92363,72970000,1760
92363,11282000,890
92363,14600000,420
92363,10678000,170
92363,10611000,120
92363,18950000,140
92363,6849000,20
92365,26911000,660
92365,4232000,320
92365,5568000,160
92365,5159000,80
92365,4622000,50
92365,7330000,50
92368,10728000,300
92368,1882000,140
92368,2506000,70
92368,2805000,50
92368,3535000,40
92371,175150000,3720
92371,19994000,1550
92371,33572000,920
92371,32689000,520
92371,26147000,300
92371,50416000,390
92371,12332000,40
92372,107053000,1970
92372,9247000,720
92372,16412000,450
92372,18208000,290
92372,19958000,230
92372,33506000,250
92372,9722000,30
92373,1596432000,15560
92373,53047000,4190
92373,110223000,2960
92373,139125000,2220
92373,149960000,1710
92373,410075000,2890
92373,734002000,1590
92374,1138825000,17890
92374,83254000,6360
92374,147723000,4030
92374,158070000,2530
92374,157636000,1800
92374,348053000,2540
92374,244089000,630
92376,1265107000,35160
92376,221616000,15790
92376,404389000,11260
92376,289995000,4750
92376,178662000,2070
92376,152560000,1230
92376,17885000,60
92377,534245000,10090
92377,47018000,3490
92377,93929000,2560
92377,101291000,1620
92377,96954000,1110
92377,157350000,1210
92377,37703000,100
92392,985265000,22610
92392,130696000,9660
92392,211591000,5800
92392,205834000,3320
92392,168239000,1940
92392,226314000,1730
92392,42591000,160
92394,499270000,12670
92394,79845000,5890
92394,119238000,3280
92394,110410000,1800
92394,79503000,920
92394,93451000,730
92394,16823000,50
92395,706128000,16290
92395,103486000,7660
92395,149272000,4110
92395,126009000,2040
92395,95352000,1100
92395,155329000,1160
92395,76680000,220
92397,177164000,2410
92397,7980000,670
92397,16964000,440
92397,21891000,350
92397,29638000,340
92397,68892000,510
92397,31799000,100
92399,1523157000,23400
92399,105248000,8180
92399,185309000,5020
92399,195687000,3140
92399,200370000,2280
92399,529294000,3860
92399,307249000,920
92401,16715000,670
92401,6037000,450
92401,5869000,170
92401,4809000,50
92404,885842000,23770
92404,158832000,11520
92404,249443000,6980
92404,170225000,2790
92404,113817000,1320
92404,134760000,1040
92404,58765000,120
92405,408949000,11960
92405,82050000,5920
92405,128943000,3600
92405,88492000,1450
92405,50656000,590
92405,48497000,380
92405,10311000,20
92407,1190353000,25260
92407,136319000,10160
92407,243532000,6750
92407,209201000,3380
92407,189365000,2180
92407,336824000,2530
92407,75112000,260
92408,191371000,5210
92408,36576000,2650
92408,53378000,1510
92408,34148000,560
92408,19729000,230
92408,28222000,220
92408,19318000,40
92410,510133000,18300
92410,145667000,10370
92410,197970000,5650
92410,94588000,1570
92410,40081000,470
92410,31827000,240
92411,296288000,10350
92411,79567000,5670
92411,116412000,3300
92411,57125000,950
92411,23663000,280
92411,19521000,150
92501,400540000,8750
92501,48982000,3550
92501,91850000,2530
92501,78295000,1270
92501,59015000,680
92501,81587000,610
92501,40811000,110
92503,1972085000,37530
92503,195339000,14230
92503,367873000,10150
92503,330932000,5340
92503,263417000,3030
92503,530823000,3920
92503,283701000,860
92504,1240198000,23330
92504,121691000,8850
92504,233512000,6410
92504,210370000,3410
92504,171032000,1970
92504,288008000,2130
92504,215585000,560
92505,951600000,21090
92505,115614000,8450
92505,218605000,6020
92505,189346000,3080
92505,145430000,1680
92505,219443000,1670
92505,63162000,190
92506,1899786000,20630
92506,77260000,5900
92506,152653000,4100
92506,171417000,2730
92506,201138000,2280
92506,558455000,3970
92506,738863000,1650
92507,961603000,21230
92507,126501000,9160
92507,220462000,6140
92507,163338000,2660
92507,119780000,1380
92507,214603000,1590
92507,116919000,300
92508,1164870000,15040
92508,57148000,4540
92508,99953000,2710
92508,114854000,1820
92508,145606000,1650
92508,486994000,3480
92508,260315000,840
92509,1395405000,31870
92509,182109000,13000
92509,338401000,9410
92509,273144000,4430
92509,205747000,2360
92509,316570000,2410
92509,79434000,260
92518,44044000,560
92518,1267000,100
92518,3970000,110
92518,6099000,100
92518,7842000,90
92518,16966000,130
92518,7900000,30
92530,1013812000,21560
92530,118092000,8610
92530,212143000,5830
92530,187057000,3020
92530,166251000,1910
92530,260184000,1980
92530,70085000,210
92532,659775000,10120
92532,38738000,2990
92532,76652000,2070
92532,98822000,1570
92532,114248000,1300
92532,260688000,1950
92532,70627000,240
92536,76817000,1370
92536,6581000,500
92536,11643000,310
92536,13266000,210
92536,13306000,150
92536,22307000,170
92536,9714000,30
92539,67267000,1540
92539,8951000,680
92539,13885000,390
92539,13660000,220
92539,9167000,110
92539,21604000,140
92543,435787000,12900
92543,94092000,6910
92543,132253000,3730
92543,77272000,1270
92543,44742000,520
92543,51625000,390
92543,35803000,80
92544,869025000,18090
92544,104662000,7850
92544,174420000,4830
92544,144497000,2340
92544,118209000,1360
92544,191494000,1430
92544,135743000,280
92545,740288000,16590
92545,89671000,6810
92545,159330000,4410
92545,157052000,2540
92545,120913000,1400
92545,163727000,1280
92545,49595000,150
92548,93662000,2530
92548,16567000,1210
92548,27731000,770
92548,18484000,300
92548,12120000,140
92548,18760000,110
92551,526208000,13370
92551,77922000,5660
92551,145354000,4040
92551,120252000,1960
92551,85691000,990
92551,86605000,680
92551,10384000,40
92553,1055132000,30100
92553,196176000,14040
92553,336928000,9450
92553,239603000,3920
92553,139396000,1620
92553,129113000,1020
92553,13916000,50
92555,943319000,17280
92555,79993000,6000
92555,154288000,4210
92555,166367000,2670
92555,158913000,1830
92555,305120000,2300
92555,78638000,270
92557,1069021000,22430
92557,117627000,8610
92557,218583000,6020
92557,207527000,3340
92557,186141000,2150
92557,274824000,2100
92557,64319000,210
92561,44321000,600
92561,2386000,200
92561,4511000,120
92561,4626000,70
92561,5687000,70
92561,14082000,100
92561,13029000,40
92562,2120065000,26870
92562,107918000,8450
92562,197815000,5370
92562,225214000,3580
92562,241142000,2740
92562,716260000,5150
92562,631716000,1580
92563,1845309000,27650
92563,108096000,8460
92563,212426000,5700
92563,253499000,4020
92563,293002000,3340
92563,725292000,5320
92563,252994000,810
92567,183152000,4010
92567,22939000,1690
92567,36085000,1010
92567,33424000,540
92567,30066000,350
92567,48293000,370
92567,12345000,50
92570,813175000,20380
92570,130735000,9370
92570,213670000,6020
92570,149898000,2450
92570,104042000,1200
92570,153936000,1150
92570,60894000,190
92571,890817000,22120
92571,127935000,9180
92571,244498000,6810
92571,200622000,3260
92571,142701000,1650
92571,147334000,1170
92571,27727000,50
92582,324769000,6910
92582,35205000,2570
92582,68555000,1890
92582,70031000,1120
92582,59881000,690
92582,76119000,590
92582,14978000,50
92583,430663000,11720
92583,76506000,5560
92583,118552000,3340
92583,94383000,1540
92583,59486000,690
92583,70817000,550
92583,10919000,40
92584,1296867000,20230
92584,78447000,6050
92584,154395000,4170
92584,199654000,3190
92584,234711000,2670
92584,499445000,3710
92584,130215000,440
92585,511724000,9100
92585,41250000,3060
92585,77726000,2120
92585,88708000,1420
92585,92499000,1060
92585,170820000,1290
92585,40721000,150
92586,426596000,9780
92586,51236000,4030
92586,93485000,2560
92586,96559000,1560
92586,71458000,820
92586,95495000,740
92586,18363000,70
92587,538148000,7530
92587,32570000,2480
92587,55883000,1520
92587,62375000,990
92587,70003000,800
92587,190765000,1380
92587,126552000,360
92590,222106000,2040
92590,10541000,760
92590,18864000,530
92590,13201000,210
92590,11509000,130
92590,33073000,230
92590,134918000,180
92591,1260232000,17650
92591,71384000,5490
92591,141939000,3830
92591,149182000,2380
92591,168746000,1920
92591,438382000,3170
92591,290599000,860
92592,2769169000,32590
92592,114152000,9230
92592,217344000,5810
92592,266106000,4230
92592,320855000,3630
92592,1013524000,7290
92592,837188000,2400
92595,827682000,14610
92595,69397000,5170
92595,127202000,3460
92595,132147000,2110
92595,137409000,1570
92595,268964000,2000
92595,92563000,300
92596,771652000,10790
92596,40136000,3120
92596,75668000,2040
92596,101936000,1620
92596,126430000,1440
92596,303086000,2240
92596,124396000,330
92602,1400053000,10950
92602,29723000,2580
92602,63246000,1660
92602,83538000,1320
92602,99740000,1130
92602,364270000,2520
92602,759536000,1740
92603,2181747000,8630
92603,19656000,1740
92603,43922000,1150
92603,56991000,890
92603,71055000,800
92603,271766000,1870
92603,1718357000,2180
92604,1166091000,12650
92604,41353000,3520
92604,82409000,2190
92604,98661000,1560
92604,124653000,1410
92604,390798000,2770
92604,428217000,1200
92606,967514000,9670
92606,33277000,2760
92606,64245000,1710
92606,77720000,1230
92606,89486000,1010
92606,287912000,2010
92606,414874000,950
92610,615525000,5510
92610,14217000,1290
92610,28916000,770
92610,35957000,570
92610,51175000,570
92610,218462000,1520
92610,266798000,790
92612,1494446000,11470
92612,39990000,3370
92612,76824000,2020
92612,93294000,1470
92612,105550000,1190
92612,317047000,2230
92612,861741000,1190
92614,1274122000,12110
92614,38983000,3270
92614,78158000,2080
92614,104434000,1650
92614,117978000,1330
92614,361430000,2570
92614,573139000,1210
92617,392983000,3270
92617,13973000,1120
92617,23754000,680
92617,16083000,260
92617,19396000,220
92617,77293000,530
92617,242484000,460
92618,2283133000,17220
92618,41785000,3570
92618,94245000,2490
92618,144945000,2280
92618,170822000,1930
92618,630702000,4360
92618,1200634000,2590
92620,2742443000,23410
92620,67227000,5720
92620,137319000,3620
92620,177455000,2810
92620,198425000,2240
92620,769168000,5330
92620,1392849000,3690
92624,355253000,3780
92624,14409000,1160
92624,28852000,770
92624,31062000,490
92624,29364000,330
92624,92126000,650
92624,159440000,380
92625,2697438000,6470
92625,13978000,1210
92625,28770000,760
92625,38281000,590
92625,45271000,500
92625,188696000,1290
92625,2382442000,2120
92626,2118970000,24580
92626,95553000,7380
92626,208496000,5600
92626,230571000,3690
92626,209783000,2380
92626,554666000,3980
92626,819901000,1550
92627,1980979000,29770
92627,141554000,10380
92627,287002000,7820
92627,250490000,4030
92627,211202000,2410
92627,497039000,3550
92627,593692000,1580
92629,1852357000,14020
92629,47523000,3860
92629,92601000,2450
92629,111263000,1760
92629,122372000,1370
92629,390459000,2710
92629,1088139000,1870
92630,2540957000,31630
92630,117468000,9250
92630,245006000,6630
92630,264181000,4210
92630,272561000,3090
92630,879494000,6220
92630,762247000,2230
92637,591680000,9890
92637,44024000,3580
92637,78167000,2080
92637,99759000,1600
92637,87695000,1000
92637,178295000,1320
92637,103740000,310
92646,2672847000,28760
92646,93200000,7810
92646,186304000,4960
92646,231047000,3640
92646,263149000,2980
92646,931960000,6510
92646,967187000,2860
92647,2007528000,28530
92647,124655000,9500
92647,237512000,6480
92647,235325000,3760
92647,229636000,2620
92647,672770000,4770
92647,507630000,1400
92648,2824084000,23620
92648,75733000,6130
92648,161712000,4290
92648,200254000,3180
92648,216271000,2460
92648,638088000,4460
92648,1532026000,3100
92649,2169798000,17700
92649,55043000,4410
92649,116063000,3080
92649,149557000,2380
92649,163620000,1850
92649,530627000,3740
92649,1154888000,2240
92651,3645008000,11990
92651,34811000,2990
92651,64100000,1660
92651,80554000,1250
92651,92536000,1030
92651,326407000,2220
92651,3046600000,2840
92653,1813590000,15020
92653,55159000,4490
92653,106915000,2860
92653,114363000,1820
92653,119649000,1360
92653,384417000,2720
92653,1033087000,1770
92655,139049000,3920
92655,26463000,2020
92655,37641000,1050
92655,26490000,430
92655,18987000,220
92655,23145000,180
92655,6323000,20
92656,2542508000,24850
92656,73444000,6160
92656,158338000,4170
92656,209757000,3310
92656,246562000,2790
92656,828311000,5860
92656,1026096000,2560
92657,2860992000,4510
92657,8995000,880
92657,16531000,430
92657,22698000,350
92657,19858000,220
92657,124858000,830
92657,2668052000,1800
92660,4939407000,17400
92660,43202000,3880
92660,89779000,2330
92660,120975000,1890
92660,131347000,1480
92660,488081000,3310
92660,4066023000,4510
92661,451311000,1840
92661,5436000,450
92661,11967000,310
92661,14828000,240
92661,16469000,190
92661,46053000,320
92661,356558000,330
92662,337978000,1500
92662,4179000,370
92662,8517000,210
92662,12129000,190
92662,12683000,140
92662,39666000,280
92662,260804000,310
92663,1955849000,10790
92663,33399000,2660
92663,74125000,1950
92663,99013000,1570
92663,91049000,1030
92663,256527000,1780
92663,1401736000,1800
92672,2000228000,18090
92672,68172000,5300
92672,145769000,3930
92672,151351000,2410
92672,141752000,1590
92672,431298000,3000
92672,1061886000,1860
92673,2242345000,13200
92673,36145000,3200
92673,66100000,1760
92673,76939000,1200
92673,90256000,1020
92673,453673000,3050
92673,1519232000,2970
92675,2172841000,16750
92675,71997000,5570
92675,136549000,3760
92675,111972000,1790
92675,110899000,1250
92675,335468000,2360
92675,1405956000,2020
92676,113768000,1030
92676,3442000,290
92676,6303000,170
92676,7931000,130
92676,9704000,110
92676,28922000,200
92676,57466000,130
92677,4030586000,31610
92677,101347000,8530
92677,192836000,5150
92677,228047000,3590
92677,261033000,2930
92677,949144000,6580
92677,2298179000,4830
