"ZIP
code [1]",State and local income taxes,
,Number of returns,Amount
95334,30,62
95334,140,252
95334,210,531
95334,170,690
95334,200,1558
95334,30,1115
,,
95335,30,120
95335,**,**
95335,30,120
95335,**,**
95335,**,**
95335,**,**
95335,0,0
,,
95336,"5,760","45,481"
95336,150,171
95336,630,1023
95336,1150,3032
95336,1190,4794
95336,2210,16374
95336,430,20087
,,
95337,"5,320","38,224"
95337,100,171
95337,450,682
95337,840,2473
95337,1040,4246
95337,2410,18550
95337,480,12102
,,
95338,980,"6,652"
95338,30,81
95338,110,163
95338,170,446
95338,180,646
95338,390,2737
95338,100,2579
,,
95340,"3,000","29,735"
95340,60,85
95340,290,526
95340,480,1375
95340,550,2357
95340,1200,9114
95340,420,16278
,,
95341,860,"5,134"
95341,30,19
95341,190,302
95341,230,625
95341,180,674
95341,180,1404
95341,50,2110
,,
95345,50,268
95345,**,**
95345,**,**
95345,30,108
95345,**,**
95345,20,160
95345,**,**
,,
95346,130,749
95346,**,**
95346,**,**
95346,50,91
95346,20,70
95346,60,588
95346,**,**
,,
95348,"1,990","13,382"
95348,50,49
95348,250,482
95348,410,1089
95348,430,1669
95348,740,5398
95348,110,4695
,,
95350,"4,740","32,866"
95350,140,239
95350,650,1024
95350,1040,3023
95350,960,4474
95350,1590,11987
95350,360,12119
,,
95351,"1,760","8,247"
95351,70,57
95351,410,561
95351,450,1172
95351,380,1423
95351,370,2721
95351,80,2313
,,
95354,"1,870","14,021"
95354,80,143
95354,310,479
95354,430,1213
95354,350,1480
95354,540,4083
95354,160,6623
,,
95355,"7,390","58,432"
95355,150,191
95355,680,1093
95355,1280,3556
95355,1410,5908
95355,3060,23407
95355,810,24277
,,
95356,"4,340","69,065"
95356,80,107
95356,380,765
95356,640,1846
95356,730,3016
95356,1600,13246
95356,910,50085
,,
95357,"1,680","20,621"
95357,50,48
95357,190,369
95357,290,803
95357,310,1318
95357,610,4907
95357,230,13176
,,
95358,"2,190","21,886"
95358,80,141
95358,360,687
95358,480,1467
95358,400,1773
95358,660,6076
95358,210,11742
,,
95360,"1,080","5,393"
95360,30,49
95360,170,231
95360,320,853
95360,220,863
95360,300,2157
95360,40,1240
,,
95361,"4,570","45,314"
95361,110,247
95361,350,659
95361,720,2050
95361,860,3876
95361,1910,14973
95361,620,23509
,,
95363,"2,980","20,205"
95363,90,127
95363,380,566
95363,670,1709
95363,630,2535
95363,1020,7544
95363,190,7724
,,
95364,0,0
95364,0,0
95364,0,0
95364,0,0
95364,0,0
95364,0,0
95364,0,0
,,
95365,100,367
95365,**,**
95365,**,**
95365,40,70
95365,30,94
95365,30,203
95365,**,**
,,
95366,"3,060","41,537"
95366,50,144
95366,150,330
95366,350,1116
95366,480,2105
95366,1420,11557
95366,610,26285
,,
95367,"2,800","15,612"
95367,70,50
95367,350,482
95367,590,1558
95367,640,2393
95367,990,6843
95367,160,4286
,,
95368,"1,990","10,149"
95368,50,27
95368,240,370
95368,470,1252
95368,480,1824
95368,670,4710
95368,80,1966
,,
95369,60,507
95369,**,**
95369,30,76
95369,**,**
95369,**,**
95369,30,431
95369,**,**
,,
95370,"3,060","23,445"
95370,70,82
95370,290,549
95370,530,1453
95370,580,2249
95370,1240,9263
95370,350,9849
,,
95372,310,"1,611"
95372,**,**
95372,40,57
95372,60,136
95372,80,320
95372,110,720
95372,20,378
,,
95374,100,807
95374,**,**
95374,**,**
95374,60,160
95374,**,**
95374,40,647
95374,**,**
,,
95376,"6,500","39,887"
95376,130,156
95376,640,964
95376,1240,3263
95376,1410,6008
95376,2620,20319
95376,460,9177
,,
95377,"5,330","41,660"
95377,90,118
95377,300,466
95377,660,1936
95377,920,3742
95377,2660,20872
95377,700,14526
,,
95379,400,"2,231"
95379,**,**
95379,60,110
95379,100,267
95379,60,235
95379,150,997
95379,30,622
,,
95380,"2,680","21,026"
95380,80,111
95380,370,643
95380,560,1465
95380,550,2345
95380,880,6895
95380,240,9567
,,
95382,"4,900","39,736"
95382,80,113
95382,380,662
95382,810,2261
95382,950,3816
95382,2070,15811
95382,610,17073
,,
95383,590,"4,856"
95383,**,**
95383,70,105
95383,90,256
95383,100,526
95383,250,1759
95383,80,2210
,,
95385,30,193
95385,0,0
95385,30,193
95385,**,**
95385,**,**
95385,**,**
95385,**,**
,,
95386,810,"5,262"
95386,**,**
95386,130,191
95386,170,457
95386,180,615
95386,280,2042
95386,50,1957
,,
95388,430,"2,861"
95388,**,**
95388,120,203
95388,100,273
95388,90,346
95388,100,944
95388,20,1095
,,
95389,50,227
95389,0,0
95389,**,**
95389,30,88
95389,**,**
95389,20,139
95389,**,**
,,
95391,"3,310","31,343"
95391,30,65
95391,110,161
95391,250,702
95391,430,1801
95391,1840,15666
95391,650,12948
,,
95401,"4,010","39,289"
95401,130,304
95401,420,787
95401,730,2102
95401,760,3331
95401,1500,11495
95401,470,21270
,,
95403,"5,470","62,324"
95403,120,239
95403,440,983
95403,880,2577
95403,940,4103
95403,2320,18941
95403,770,35481
,,
95404,"5,830","83,114"
95404,110,354
95404,360,861
95404,720,2361
95404,830,3995
95404,2380,20477
95404,1430,55066
,,
95405,"3,910","45,175"
95405,80,231
95405,240,589
95405,510,1859
95405,610,2722
95405,1690,14193
95405,780,25581
,,
95407,"3,170","17,370"
95407,100,101
95407,460,712
95407,720,1904
95407,710,2862
95407,1030,7619
95407,150,4172
,,
95409,"5,030","56,804"
95409,110,373
95409,280,683
95409,610,1859
95409,780,3581
95409,2130,17714
95409,1120,32594
,,
95410,80,"1,056"
95410,0,0
95410,**,**
95410,40,93
95410,**,**
95410,20,161
95410,20,802
,,
95415,80,580
95415,**,**
95415,**,**
95415,40,87
95415,**,**
95415,40,493
95415,**,**
,,
95421,160,"1,443"
95421,30,47
95421,**,**
95421,30,101
95421,30,138
95421,70,1157
95421,**,**
,,
95422,380,"1,946"
95422,20,18
95422,90,138
95422,80,252
95422,70,260
95422,100,791
95422,20,487
,,
95423,200,"1,149"
95423,**,**
95423,40,59
95423,50,126
95423,30,143
95423,80,821
95423,**,**
,,
95425,"1,440","12,051"
95425,40,123
95425,120,195
95425,250,755
95425,260,1088
95425,580,4331
95425,190,5559
,,
95427,30,601
95427,0,0
95427,0,0
95427,**,**
95427,**,**
95427,30,601
95427,**,**
,,
95428,50,250
95428,**,**
95428,30,53
95428,**,**
95428,20,197
95428,**,**
95428,**,**
,,
95432,30,368
95432,0,0
95432,**,**
95432,**,**
95432,**,**
95432,30,368
95432,**,**
,,
95436,900,"8,065"
95436,**,**
95436,110,212
95436,150,441
95436,140,572
95436,360,3023
95436,140,3817
,,
95437,"1,140","8,047"
95437,60,95
95437,150,388
95437,230,676
95437,230,892
95437,340,2601
95437,130,3395
,,
95439,130,"1,420"
95439,**,**
95439,**,**
95439,30,94
95439,20,93
95439,60,510
95439,20,723
,,
95441,230,"4,675"
95441,**,**
95441,20,41
95441,40,105
95441,30,158
95441,80,804
95441,60,3567
,,
95442,510,"9,625"
95442,**,**
95442,50,226
95442,60,204
95442,70,385
95442,190,1693
95442,140,7117
,,
95444,200,"2,224"
95444,**,**
95444,**,**
95444,50,123
95444,40,161
95444,70,640
95444,40,1300
,,
95445,390,"4,946"
95445,**,**
95445,40,49
95445,60,171
95445,50,291
95445,150,1230
95445,90,3205
,,
95446,650,"4,333"
95446,30,31
95446,90,136
95446,120,368
95446,120,539
95446,230,1808
95446,60,1451
,,
95448,"2,580","65,993"
95448,70,164
95448,150,432
95448,270,1413
95448,350,1593
95448,950,8208
95448,790,54183
,,
95449,120,943
95449,**,**
95449,**,**
95449,60,162
95449,**,**
95449,60,781
95449,**,**
,,
95450,40,416
95450,0,0
95450,**,**
95450,**,**
95450,**,**
95450,40,416
95450,**,**
,,
95451,"1,000","6,727"
95451,50,60
95451,130,252
95451,180,532
95451,190,784
95451,350,2823
95451,100,2276
,,
95452,290,"5,894"
95452,20,193
95452,**,**
95452,30,103
95452,30,178
95452,110,1099
95452,100,4321
,,
95453,"1,050","7,595"
95453,40,80
95453,120,176
95453,190,531
95453,200,757
95453,370,2960
95453,130,3091
,,
95454,100,698
95454,**,**
95454,40,40
95454,30,101
95454,**,**
95454,30,557
95454,**,**
,,
95456,80,653
95456,**,**
95456,**,**
95456,40,149
95456,**,**
95456,40,504
95456,**,**
,,
95457,280,"1,822"
95457,**,**
95457,60,72
95457,50,149
95457,60,263
95457,90,741
95457,20,597
,,
95458,120,630
95458,**,**
95458,20,28
95458,30,64
95458,30,121
95458,40,417
95458,**,**
,,
95459,40,290
95459,0,0
95459,**,**
95459,40,290
95459,**,**
95459,**,**
95459,**,**
,,
95460,380,"4,455"
95460,**,**
95460,60,125
95460,60,169
95460,60,255
95460,130,1034
95460,70,2872
,,
95461,330,"2,304"
95461,20,61
95461,40,85
95461,40,103
95461,70,307
95461,130,1090
95461,30,658
,,
95462,170,"1,159"
95462,30,59
95462,**,**
95462,40,137
95462,40,223
95462,60,740
95462,**,**
,,
95464,100,452
95464,**,**
95464,40,107
95464,30,114
95464,**,**
95464,30,231
95464,**,**
,,
95465,300,"5,399"
95465,**,**
95465,40,77
95465,40,104
95465,40,185
95465,110,947
95465,70,4086
,,
95466,80,758
95466,**,**
95466,**,**
95466,**,**
95466,40,121
95466,40,637
95466,**,**
,,
95467,790,"4,951"
95467,20,38
95467,80,137
95467,160,411
95467,170,680
95467,310,2283
95467,50,1402
,,
95468,90,722
95468,**,**
95468,**,**
95468,50,125
95468,**,**
95468,40,597
95468,**,**
,,
95469,140,"1,357"
95469,20,27
95469,**,**
95469,20,66
95469,20,86
95469,50,404
95469,30,774
,,
95470,610,"4,728"
95470,**,**
95470,80,129
95470,110,465
95470,120,499
95470,230,1829
95470,70,1806
,,
95472,"4,270","62,594"
95472,110,522
95472,270,962
95472,490,2104
95472,630,3305
95472,1830,15190
95472,940,40511
,,
95476,"5,120","97,167"
95476,130,471
95476,330,747
95476,660,2511
95476,770,3778
95476,1980,17481
95476,1250,72179
,,
95482,"2,640","22,784"
95482,80,178
95482,270,501
95482,450,1527
95482,460,1962
95482,1020,8093
95482,360,10523
,,
95485,150,839
95485,**,**
95485,30,77
95485,40,108
95485,30,107
95485,50,547
95485,**,**
,,
95490,910,"5,649"
95490,30,66
95490,140,233
95490,200,562
95490,170,896
95490,310,2398
95490,60,1494
,,
95492,"4,900","51,018"
95492,70,333
95492,300,697
95492,560,1794
95492,780,3277
95492,2320,18318
95492,870,26599
,,
95494,30,305
95494,0,0
95494,**,**
95494,**,**
95494,**,**
95494,30,305
95494,**,**
,,
95501,"1,400","8,995"
95501,50,126
95501,200,348
95501,320,983
95501,280,1096
95501,440,3310
95501,110,3132
,,
95503,"2,250","19,099"
95503,60,59
95503,260,491
95503,440,1214
95503,460,1795
95503,810,6190
95503,220,9350
,,
95519,"1,910","13,792"
95519,50,77
95519,210,311
95519,340,977
95519,380,1597
95519,730,5396
95519,200,5434
,,
95521,"1,140","9,872"
95521,40,69
95521,150,439
95521,180,541
95521,180,932
95521,440,3301
95521,150,4590
,,
95524,330,"4,867"
95524,**,**
95524,40,84
95524,40,93
95524,50,220
95524,130,1039
95524,70,3431
,,
95525,160,"1,035"
95525,**,**
95525,30,72
95525,30,59
95525,40,157
95525,60,747
95525,**,**
,,
95526,0,0
95526,0,0
95526,0,0
95526,0,0
95526,0,0
95526,0,0
95526,0,0
,,
95527,0,0
95527,0,0
95527,0,0
95527,0,0
95527,0,0
95527,0,0
95527,0,0
,,
95528,80,631
95528,**,**
95528,**,**
95528,**,**
95528,40,133
95528,40,498
95528,**,**
,,
95531,"1,440","8,551"
95531,50,57
95531,170,303
95531,290,780
95531,310,1193
95531,520,3565
95531,100,2653
,,
95536,290,"3,100"
95536,**,**
95536,40,68
95536,40,179
95536,60,306
95536,110,856
95536,40,1691
,,
95540,"1,250","8,833"
95540,30,59
95540,160,257
95540,240,677
95540,250,990
95540,460,3552
95540,110,3298
,,
95542,130,"1,869"
95542,20,46
95542,**,**
95542,40,94
95542,**,**
95542,50,353
95542,20,1376
,,
95543,80,383
95543,**,**
95543,**,**
95543,40,97
95543,**,**
95543,40,286
95543,**,**
,,
95546,40,209
95546,**,**
95546,**,**
95546,**,**
95546,**,**
95546,40,209
95546,**,**
,,
95547,150,"1,457"
95547,**,**
95547,30,70
95547,**,**
95547,30,93
95547,60,471
95547,30,823
,,
95548,40,170
95548,0,0
95548,**,**
95548,40,170
95548,**,**
95548,**,**
95548,**,**
,,
95549,80,804
95549,0,0
95549,**,**
95549,30,85
95549,**,**
95549,50,719
95549,**,**
,,
95551,130,940
95551,20,24
95551,**,**
95551,30,94
95551,20,93
95551,60,729
95551,**,**
,,
95552,0,0
95552,0,0
95552,0,0
95552,0,0
95552,0,0
95552,0,0
95552,0,0
,,
95554,0,0
95554,0,0
95554,0,0
95554,0,0
95554,0,0
95554,0,0
95554,0,0
,,
95558,20,137
95558,20,137
95558,**,**
95558,**,**
95558,**,**
95558,**,**
95558,**,**
,,
95560,130,940
95560,**,**
95560,30,28
95560,30,79
95560,20,86
95560,50,747
95560,**,**
,,
95562,170,736
95562,**,**
95562,40,70
95562,40,131
95562,30,122
95562,60,413
95562,**,**
,,
95564,0,0
95564,0,0
95564,0,0
95564,0,0
95564,0,0
95564,0,0
95564,0,0
,,
95565,0,0
95565,0,0
95565,0,0
95565,0,0
95565,0,0
95565,0,0
95565,0,0
,,
95567,140,"1,081"
95567,20,35
95567,**,**
95567,20,62
95567,30,99
95567,70,885
95567,**,**
,,
95570,250,"2,848"
95570,**,**
95570,30,43
95570,40,115
95570,40,167
95570,90,723
95570,50,1800
,,
95573,110,"1,348"
95573,**,**
95573,**,**
95573,60,170
95573,**,**
95573,50,1178
95573,**,**
,,
95585,0,0
95585,0,0
95585,0,0
95585,0,0
95585,0,0
95585,0,0
95585,0,0
,,
95589,80,569
95589,**,**
95589,**,**
95589,50,123
95589,**,**
95589,30,446
95589,**,**
,,
95602,"2,900","32,912"
95602,70,207
95602,180,546
95602,370,1064
95602,450,1982
95602,1280,10062
95602,550,19051
,,
95603,"4,250","43,313"
95603,110,185
95603,340,607
95603,620,1793
95603,680,2958
95603,1770,14368
95603,730,23402
,,
95605,930,"6,557"
95605,30,48
95605,150,229
95605,210,629
95605,180,827
95605,270,2201
95605,90,2623
,,
95606,0,0
95606,0,0
95606,0,0
95606,0,0
95606,0,0
95606,0,0
95606,0,0
,,
95607,30,234
95607,0,0
95607,0,0
95607,**,**
95607,**,**
95607,30,234
95607,**,**
,,
95608,"9,110","106,011"
95608,180,290
95608,600,1110
95608,1230,3710
95608,1590,6801
95608,3790,29698
95608,1720,64402
,,
95610,"4,760","25,103"
95610,140,141
95610,590,980
95610,1060,3019
95610,1090,4405
95610,1670,12214
95610,210,4344
,,
95612,180,"4,853"
95612,**,**
95612,30,62
95612,**,**
95612,20,96
95612,80,623
95612,50,4072
,,
95614,820,"6,714"
95614,**,**
95614,70,106
95614,100,246
95614,160,678
95614,380,2984
95614,110,2700
,,
95615,80,583
95615,0,0
95615,**,**
95615,40,97
95615,**,**
95615,40,486
95615,**,**
,,
95616,"5,250","79,303"
95616,60,96
95616,160,332
95616,420,1334
95616,570,2578
95616,2360,19712
95616,1680,55251
,,
95618,"4,520","75,489"
95618,40,99
95618,150,396
95618,340,998
95618,460,2043
95618,1900,15835
95618,1630,56118
,,
95619,690,"4,607"
95619,**,**
95619,100,294
95619,140,361
95619,140,592
95619,260,1836
95619,50,1524
,,
95620,"2,940","21,793"
95620,50,76
95620,250,381
95620,510,1311
95620,550,2166
95620,1230,9278
95620,350,8581
,,
95621,"4,780","20,822"
95621,160,159
95621,770,1211
95621,1290,3481
95621,1040,4223
95621,1390,9519
95621,130,2229
,,
95623,760,"5,804"
95623,**,**
95623,90,156
95623,120,351
95623,140,537
95623,320,2352
95623,90,2408
,,
95624,"9,940","73,927"
95624,180,243
95624,740,1218
95624,1560,4196
95624,1760,6936
95624,4520,33430
95624,1180,27904
,,
95626,740,"4,159"
95626,**,**
95626,100,168
95626,170,413
95626,130,493
95626,290,2049
95626,50,1036
,,
95627,410,"2,621"
95627,**,**
95627,70,75
95627,90,269
95627,90,315
95627,130,946
95627,30,1016
,,
95628,"7,750","84,323"
95628,150,274
95628,460,912
95628,1080,3345
95628,1240,5369
95628,3390,26900
95628,1430,47523
,,
95629,130,"1,196"
95629,**,**
95629,**,**
95629,50,144
95629,**,**
95629,80,1052
95629,**,**
,,
95630,"15,270","182,582"
95630,180,268
95630,550,1026
95630,1320,4011
95630,2030,9202
95630,7300,60387
95630,3890,107688
,,
95631,970,"7,326"
95631,**,**
95631,90,165
95631,170,476
95631,190,760
95631,430,3370
95631,90,2555
,,
95632,"3,940","23,263"
95632,70,145
95632,380,578
95632,740,2026
95632,810,3158
95632,1660,12016
95632,280,5340
,,
95633,430,"2,445"
95633,**,**
95633,50,74
95633,90,237
95633,100,399
95633,170,1244
95633,20,491
,,
95634,380,"2,512"
95634,**,**
95634,50,80
95634,80,202
95634,70,277
95634,150,1223
95634,30,730
,,
95635,160,"1,034"
95635,**,**
95635,**,**
95635,40,98
95635,30,123
95635,90,813
95635,**,**
,,
95636,130,524
95636,**,**
95636,20,26
95636,30,73
95636,40,119
95636,40,306
95636,**,**
,,
95637,40,223
95637,0,0
95637,**,**
95637,**,**
95637,**,**
95637,40,223
95637,**,**
,,
95638,400,"3,285"
95638,**,**
95638,40,68
95638,60,192
95638,70,281
95638,180,1347
95638,50,1397
,,
95640,"1,060","6,224"
95640,30,49
95640,120,193
95640,180,489
95640,230,916
95640,430,3105
95640,70,1472
,,
95641,150,"1,031"
95641,**,**
95641,**,**
95641,50,130
95641,30,133
95641,70,768
95641,**,**
,,
95642,870,"7,400"
95642,20,17
95642,80,129
95642,130,275
95642,150,613
95642,380,2859
95642,110,3507
,,
95645,130,807
95645,**,**
95645,30,31
95645,30,103
95645,30,94
95645,40,579
95645,**,**
,,
95648,"9,950","85,146"
95648,230,674
95648,690,1611
95648,1400,4436
95648,1750,6857
95648,4590,34084
95648,1290,37484
,,
95650,"2,670","60,023"
95650,50,147
95650,120,283
95650,270,904
95650,360,1622
95650,1080,8850
95650,790,48217
,,
95651,140,"2,911"
95651,**,**
95651,30,63
95651,**,**
95651,20,105
95651,60,512
95651,30,2231
,,
95652,0,0
95652,0,0
95652,0,0
95652,0,0
95652,0,0
95652,0,0
95652,0,0
,,
95655,820,"4,887"
95655,**,**
95655,70,97
95655,150,418
95655,190,763
95655,350,2595
95655,60,1014
,,
95658,"1,270","21,219"
95658,**,**
95658,100,246
95658,140,360
95658,190,755
95658,540,4416
95658,300,15442
,,
95659,80,"1,026"
95659,**,**
95659,**,**
95659,30,129
95659,**,**
95659,50,897
95659,**,**
,,
95660,"1,760","5,719"
95660,110,137
95660,480,671
95660,570,1558
95660,330,1309
95660,270,2044
95660,**,**
,,
95661,"5,780","66,643"
95661,110,165
95661,290,518
95661,610,1718
95661,870,4076
95661,2590,20899
95661,1310,39267
,,
95662,"5,320","41,567"
95662,110,160
95662,460,843
95662,910,2674
95662,1060,4536
95662,2250,17001
95662,530,16353
,,
95663,600,"7,485"
95663,**,**
95663,40,87
95663,60,238
95663,80,329
95663,280,2251
95663,140,4580
,,
95664,260,"2,679"
95664,20,30
95664,**,**
95664,30,72
95664,50,211
95664,120,986
95664,40,1380
,,
95665,550,"3,910"
95665,**,**
95665,70,80
95665,90,217
95665,100,429
95665,230,1680
95665,60,1504
,,
95666,590,"3,261"
95666,**,**
95666,80,131
95666,140,353
95666,110,388
95666,210,1472
95666,50,917
,,
95667,"5,410","44,393"
95667,140,356
95667,430,870
95667,830,2681
95667,980,3900
95667,2290,17448
95667,740,19138
,,
95668,100,956
95668,**,**
95668,**,**
95668,40,153
95668,**,**
95668,60,803
95668,**,**
,,
95669,330,"3,823"
95669,**,**
95669,40,61
95669,50,172
95669,50,202
95669,140,1175
95669,50,2213
,,
95670,"6,840","52,146"
95670,160,208
95670,760,1174
95670,1290,3721
95670,1280,5524
95670,2550,19888
95670,800,21631
,,
95672,980,"10,400"
95672,**,**
95672,60,67
95672,90,241
95672,130,542
95672,450,3549
95672,250,6001
,,
95673,"1,620","7,491"
95673,50,50
95673,250,373
95673,410,1100
95673,360,1457
95673,490,3409
95673,60,1102
,,
95674,100,"1,175"
95674,0,0
95674,**,**
95674,40,212
95674,**,**
95674,60,963
95674,**,**
,,
95677,"4,550","52,300"
95677,80,104
95677,280,475
95677,600,1685
95677,740,3245
95677,2080,16415
95677,770,30376
,,
95678,"6,410","51,389"
95678,120,160
95678,540,941
95678,1110,3629
95678,1210,5254
95678,2710,21172
95678,720,20233
,,
95681,130,641
95681,20,35
95681,**,**
95681,30,67
95681,30,160
95681,50,379
95681,**,**
,,
95682,"5,610","54,012"
95682,110,277
95682,340,671
95682,620,1756
95682,900,3841
95682,2650,20791
95682,990,26676
,,
95683,"1,610","20,924"
95683,**,**
95683,90,281
95683,120,355
95683,240,1011
95683,810,6486
95683,350,12791
,,
95684,360,"2,365"
95684,**,**
95684,40,83
95684,60,158
95684,80,312
95684,150,1131
95684,30,681
,,
95685,670,"4,924"
95685,**,**
95685,70,105
95685,100,311
95685,120,454
95685,290,2112
95685,90,1942
,,
95687,"9,690","66,435"
95687,180,200
95687,740,1135
95687,1560,4274
95687,1860,7911
95687,4430,34086
95687,920,18829
,,
95688,"6,780","67,265"
95688,100,230
95688,390,682
95688,760,2155
95688,1050,4668
95688,3210,26040
95688,1270,33490
,,
95689,250,"1,778"
95689,**,**
95689,30,50
95689,40,84
95689,40,159
95689,110,828
95689,30,657
,,
95690,190,"2,103"
95690,**,**
95690,**,**
95690,50,135
95690,30,144
95690,70,599
95690,40,1225
,,
95691,"5,790","40,501"
95691,110,216
95691,470,819
95691,1050,3078
95691,1070,4428
95691,2560,19417
95691,530,12543
,,
95692,600,"4,251"
95692,**,**
95692,90,141
95692,110,320
95692,120,481
95692,230,1725
95692,50,1584
,,
95693,"1,380","21,511"
95693,**,**
95693,80,161
95693,140,522
95693,190,857
95693,630,4942
95693,340,15029
,,
95694,"1,300","13,271"
95694,30,60
95694,130,319
95694,200,615
95694,220,901
95694,520,4153
95694,200,7223
,,
95695,"4,250","45,795"
95695,100,131
95695,440,882
95695,770,2283
95695,730,2984
95695,1630,12354
95695,580,27161
,,
95703,320,"2,098"
95703,**,**
95703,40,91
95703,50,156
95703,70,257
95703,130,961
95703,30,633
,,
95709,770,"6,117"
95709,**,**
95709,80,103
95709,110,335
95709,120,489
95709,360,2758
95709,100,2432
,,
95713,"1,170","8,324"
95713,30,42
95713,110,174
95713,190,561
95713,220,837
95713,490,3498
95713,130,3212
,,
95722,990,"13,354"
95722,**,**
95722,70,104
95722,100,375
95722,150,643
95722,460,3621
95722,210,8611
,,
95726,"1,230","7,242"
95726,40,54
95726,150,225
95726,210,619
95726,240,870
95726,510,3680
95726,80,1794
,,
95742,"2,960","23,028"
95742,50,108
95742,150,264
95742,370,1015
95742,560,2217
95742,1490,11212
95742,340,8212
,,
95746,"5,520","141,272"
95746,80,211
95746,140,435
95746,270,1258
95746,450,2246
95746,2010,17349
95746,2570,119773
,,
95747,"13,880","125,456"
95747,190,388
95747,610,1131
95747,1470,4511
95747,2180,8996
95747,7040,54610
95747,2390,55820
,,
95757,"8,600","67,490"
95757,120,201
95757,470,818
95757,1120,2964
95757,1450,5794
95757,4310,32671
95757,1130,25042
,,
95758,"10,230","68,516"
95758,190,296
95758,880,1250
95758,1910,5268
95758,1960,8052
95758,4300,31765
95758,990,21885
,,
95762,"11,120","214,206"
95762,110,428
95762,290,1047
95762,640,2010
95762,1070,4932
95762,4850,41573
95762,4160,164216
,,
95765,"7,550","83,349"
95765,90,239
95765,270,569
95765,670,2008
95765,1050,4339
95765,3810,30445
95765,1660,45749
,,
95776,"3,200","23,230"
95776,50,96
95776,340,531
95776,580,1498
95776,610,2325
95776,1310,9387
95776,310,9393
,,
95811,700,"12,356"
95811,**,**
95811,60,128
95811,110,437
95811,130,731
95811,270,2489
95811,130,8571
,,
95814,880,"11,011"
95814,**,**
95814,100,202
95814,130,417
95814,150,956
95814,330,3236
95814,170,6200
,,
95815,"1,070","6,719"
95815,60,30
95815,290,458
95815,280,765
95815,170,749
95815,220,1583
95815,50,3134
,,
95816,"2,830","34,389"
95816,50,94
95816,170,394
95816,340,1169
95816,510,2675
95816,1180,10429
95816,580,19628
,,
95817,"1,410","8,702"
95817,50,46
95817,170,288
95817,330,1100
95817,300,1398
95817,480,3910
95817,80,1960
,,
95818,"4,150","53,714"
95818,40,119
95818,180,451
95818,450,1529
95818,670,3391
95818,1790,15602
95818,1020,32622
,,
95819,"4,320","57,806"
95819,70,102
95819,160,352
95819,490,1569
95819,620,3252
95819,1890,16317
95819,1090,36214
,,
95820,"2,850","14,274"
95820,90,78
95820,530,849
95820,890,2729
95820,560,2631
95820,700,5320
95820,80,2667
,,
95821,"3,780","29,896"
95821,120,144
95821,390,718
95821,680,2025
95821,750,3328
95821,1480,11655
95821,360,12026
,,
95822,"4,540","30,068"
95822,140,214
95822,620,1009
95822,950,2516
95822,840,3734
95822,1540,11810
95822,450,10785
,,
95823,"4,330","15,809"
95823,200,252
95823,1050,1627
95823,1380,3593
95823,790,3119
95823,830,5411
95823,80,1807
,,
95824,"1,050","3,804"
95824,70,82
95824,330,641
95824,310,842
95824,170,701
95824,170,1538
95824,**,**
,,
95825,"2,610","25,829"
95825,100,349
95825,350,633
95825,470,1451
95825,510,2352
95825,830,7187
95825,350,13857
,,
95826,"4,440","25,744"
95826,110,119
95826,540,830
95826,1040,2976
95826,990,4224
95826,1560,11984
95826,200,5611
,,
95827,"2,150","14,252"
95827,60,53
95827,350,531
95827,560,1476
95827,430,1874
95827,640,4546
95827,110,5772
,,
95828,"4,110","17,079"
95828,190,149
95828,890,1452
95828,1160,3118
95828,830,3495
95828,930,6313
95828,110,2552
,,
95829,"4,600","32,286"
95829,90,77
95829,420,594
95829,810,2190
95829,880,3517
95829,1910,13895
95829,490,12013
,,
95830,150,"1,602"
95830,**,**
95830,30,74
95830,**,**
95830,20,96
95830,60,486
95830,40,946
,,
95831,"7,390","73,141"
95831,120,371
95831,450,904
95831,1050,3167
95831,1230,5510
95831,3280,25642
95831,1260,37547
,,
95832,590,"1,999"
95832,30,18
95832,170,201
95832,190,432
95832,100,376
95832,100,972
95832,**,**
,,
95833,"4,190","22,851"
95833,120,210
95833,660,1168
95833,1050,3029
95833,880,3846
95833,1270,9776
95833,210,4822
,,
95834,"3,450","21,902"
95834,90,132
95834,420,658
95834,770,2120
95834,700,3033
95834,1230,9319
95834,240,6640
,,
95835,"6,760","52,230"
95835,110,312
95835,440,713
95835,1170,3284
95835,1270,5235
95835,2990,23067
95835,780,19619
,,
95837,60,975
95837,**,**
95837,**,**
95837,**,**
95837,**,**
95837,30,253
95837,30,722
,,
95838,"2,260","7,448"
95838,100,64
95838,640,912
95838,690,1716
95838,410,1575
95838,380,2565
95838,40,616
,,
95841,"1,480","9,272"
95841,50,66
95841,250,431
95841,360,1023
95841,280,1126
95841,450,3212
95841,90,3414
,,
95842,"2,350","8,757"
95842,100,73
95842,490,777
95842,720,1997
95842,500,1983
95842,500,3336
95842,40,591
,,
95843,"5,770","28,115"
95843,150,164
95843,700,1177
95843,1370,3832
95843,1290,4866
95843,2050,14257
95843,210,3819
,,
95864,"5,170","115,767"
95864,90,317
95864,230,601
95864,510,1552
95864,620,3088
95864,1900,16183
95864,1820,94026
,,
95901,"2,390","12,404"
95901,70,116
95901,350,570
95901,570,1594
95901,500,2100
95901,790,5614
95901,110,2410
,,
95903,20,51
95903,0,0
95903,20,51
95903,**,**
95903,**,**
95903,**,**
95903,**,**
,,
95912,510,"7,473"
95912,**,**
95912,80,168
95912,90,278
95912,80,372
